時間日期,網址,標題,☯  上階層,[下階層],時間戳記
2024/04/24,https://disp.cc/b/ACG/gXli, [閒聊] 你怎麼可以定義我的性別,ACG同好會,迷因,
2024/04/24,https://www.youtube.com/shorts/vHtXJo9zwYA,【2024 LCK春季冠軍賽】T1 vs Gen.G終局之戰精華+Gen.G隊內語音｜Lehends自信選安妮！｜Kiin連殺宙斯奪FMVP！｜  #faker #t1 #chovy【T1日常】Faker與炸雞在拉扯｜ #gumayusi #keria #faker #t1,ACG同好會,League of Legends,
2024/04/24,https://www.youtube.com/watch?v=t-1qU9SbKYA,【柯P揪時在 ep.03】舞台劇排練直擊,"社會學, 系列主題, 台灣民眾黨專區",時事輿論|柯文哲-先行者|[承諾]台灣民眾黨,
2024/04/24,https://www.youtube.com/watch?v=CRpotRmpfnw,【國昌質詢】內政部在打炒房、還是打假球！｜2024-04-24｜內政委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, 吹哨者, ",[平均地權條例]相關議題|立法院|質詢|時事輿論|黃國昌-通識課|[房價房租]相關議題|[法律司法]相關議題|閹割版法案|官商勾結|,
2024/04/24,https://www.youtube.com/watch?v=SkwC4DwLjBY,【國昌質詢】公館營區30億工程貪腐弊案　國防部尚未公布的真相｜2024-04-24｜外交及國防、司法及法制委員會聯席會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, ",時事輿論|黃國昌-通識課|[國防|軍備|組織]相關議題|[政治]相關議題|[經濟財政]相關議題|[認知作戰]相關議題|獨裁極權|官商勾結|[酬庸]發財升官|黑箱弊案|封存舞弊真相|敷衍了事|民進黨-獨裁極權|,
2024/04/24,https://youtu.be/1JnLGXgxGcw?si=qToUOLUb_9fqE26K,【國昌質詢】防範兒少性剝削 數位性暴力零容忍｜2024-04-24｜社會福利及衛生環境委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, ",立法院|質詢|時事輿論|黃國昌-通識課|[兒少|教育]相關議題|[法律司法]相關議題|推卸責任|委託辦理|外包|[兒童及少年福利與權益保障法]相關議題|,
2024/04/24,https://www.youtube.com/watch?v=na-lek17BJk,缺電 將成為歷史！,這是什麼酷酷的東西,影片|政治,
2024/04/23,https://www.youtube.com/watch?v=WPMDkkDMcWk,【5分鐘大人學】快逃！有這2種狀況的公司，走為上策！,人生哲學,職場,
2024/04/23,https://www.youtube.com/watch?v=HbzVj1CdYcg,【國昌質詢】金管會主委承認了：P2P自律完全沒有法律效力｜2024-04-22｜財政委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, ",立法院|質詢|時事輿論|黃國昌-通識課|[法律司法]相關議題|[政治]相關議題|[經濟財政]相關議題|[詐騙]相關議題|敷衍了事|推卸責任|,
2024/04/22,https://www.youtube.com/watch?v=LalyprmPcTc,【國昌直播】看看(我在)立法院做什麼_0422,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, 吹哨者, ",時事輿論|黃國昌-通識課|立法院|[國會聽證制度]相關議題|[妨礙司法公正罪]相關議題|遭箝制法案|[法律司法]相關議題|[政治]相關議題|[人力配置]相關議題|[廣告|媒體]相關議題|承諾|獨裁極權|官商勾結|舞弊雙標|不守信用|民進黨-獨裁極權|想像競合|法規競合|外役監|[黑道]相關議題|黑箱弊案|[交通]相關議題|委託辦理|外包|專案|補助|[詐騙]相關議題|質詢|偽造文書|變造文書|[吹哨者保護法]相關議題|[刑法]相關議題|,
2024/04/22,https://youtu.be/qiGlv5Ls_Po?si=KL_hswQwxwV7cyRv,【國昌質詢】台鐵的災難　為何成為圖利廠商的機會？｜2024-04-22｜交通委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者, ",時事輿論|黃國昌-通識課|[交通]相關議題|[政治]相關議題|[經濟財政]相關議題|[認知作戰]相關議題|[廣告|媒體]相關議題|[詐騙]相關議題|承諾|獨裁極權|官商勾結|偽造文書|變造文書|黑箱弊案|委託辦理|外包|大內宣|專案|補助|民進黨-獨裁極權|質詢|立法院|,
2024/04/22,https://youtu.be/aU1FUf2c3es?si=FcAljCem6qbMtr1D,【國昌質詢】吹哨者保護法跳票轉彎 張綱維到底仗誰的勢？｜2024-04-22｜內政委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, 吹哨者, ",時事輿論|黃國昌-通識課|[交通]相關議題|[政治]相關議題|[法律司法]相關議題|遭箝制法案|承諾|獨裁極權|官商勾結|黑箱弊案|舞弊雙標|不守信用|不法關說|民進黨-獨裁極權|[吹哨者保護法]相關議題|[不法關說罪]相關議題|[妨礙司法公正罪]相關議題|[國會聽證制度]相關議題|[證人保護法]相關議題|質詢|立法院|,
2024/04/22,https://www.youtube.com/watch?v=mIruOeOLjS0,親戚小孩想跟我在房間獨處摸我身體，怎麼辦？｜莫名其妙EP167,"人生哲學, 休閒牧場, 泛普教育",職場|討論|育兒|,
2024/04/22,https://youtu.be/s9u7oQ7aaV0?si=TLR_qAqQwybCMzIa,ツバサ－Nanahoshi (CV:Shion Wakayama) - 主題,音樂收藏,中層|臨界層|,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034750000/details,「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|張啓楷|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034770000/details,「中華民國刑法第三百三十九條之四條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034700000/details,「公共債務法增訂第五條之一條文草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|黃珊珊|黃國昌|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034820000/details,「文化基本法第二十四條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|吳春城|黃國昌|黃珊珊,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034780000/details,「再生醫療製劑條例草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|陳昭姿|林憶君|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034720000/details,「刑事訴訟法部分條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034840000/details,「性別平等工作法部分條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|陳昭姿|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034730000/details,「花東地區發展條例第十二條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|林憶君|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034760000/details,「保險法第一百七十七條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|黃珊珊|林國成|黃國昌|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034740000/details,「個人資料保護法第四十七條、第四十八條及第四十九條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|林憶君|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034710000/details,「財政收支劃分法修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|黃珊珊|黃國昌|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034810000/details,「國籍法第四條及第七條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|麥玉珍|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034800000/details,「就業保險法第十條、第十一條及第十九條之三條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|陳昭姿|黃國昌|黃珊珊|吳春城,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110034830000/details,「學生輔導法第十一條條文修正草案」，請審議案。,"台灣民眾黨專區, 國是論壇",法條草案|立法院|台灣民眾黨立法院黨團|吳春城|黃國昌|黃珊珊,
2024/04/19,https://ppg.ly.gov.tw/ppg/bills/202110035330000/details,針對第11屆第1會期第8次會議報告事項第32案院會所作之決定提出復議。是否有當？請公決案。,"台灣民眾黨專區, 國是論壇",台灣民眾黨立法院黨團|黃國昌|黃珊珊|吳春城,
2024/04/18,https://www.youtube.com/watch?v=CNaq4ZxRxuA,【國昌質詢】大法官認證：毀憲亂政的正是民進黨與柯建銘｜2024-04-18｜司法及法制委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, ",時事輿論|黃國昌-通識課|質詢|立法院|[法律司法]相關議題|[政治]相關議題|[認知作戰]相關議題|獨裁極權|民進黨-獨裁極權|,
2024/04/18,https://www.youtube.com/watch?v=3aSm3yCF6_s,【國昌質詢】民進黨炒作選舉的竹竹併　還有後續嗎？｜2024-04-18｜內政委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 區域地方縣市, 台灣民眾黨專區, ",[地方制度法]相關議題|時事輿論|黃國昌-通識課|[法律司法]相關議題|[政治]相關議題|[都市|區域]計畫規劃議題|中央與地方之問題|獨裁極權|民進黨-獨裁極權|新竹縣|新竹市|立法院|質詢|敷衍了事|推卸責任|,
2024/04/18,https://www.youtube.com/watch?v=reuvVBRqsWQ,【國昌質詢】行人路權應保障 限縮檢舉應謹慎｜2024-04-18｜交通委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, ",[道路交通管理處罰條例]相關議題|立法院|質詢|黃國昌-通識課|時事輿論|[交通]相關議題|[法律司法]相關議題|[政治]相關議題|[警察|消防]相關議題|承諾|,
2024/04/18,https://www.youtube.com/watch?v=0LOkjTzYNq4,Frieren OST - Frieren VS. Frieren Battle Theme,音樂收藏,深層,
2024/04/17,https://www.youtube.com/watch?v=GWD93emIZg0,【國昌質詢】自打臉的財政部部長 財劃法改革持續延宕 2024-04-17財政委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, ",時事輿論|黃國昌-通識課|立法院|質詢|[財政收支劃分法]相關議題|[政治]相關議題|[經濟財政]相關議題|[認知作戰]相關議題|[法律司法]相關議題|遭箝制法案|承諾|中央與地方之問題|獨裁極權|大內宣|舞弊雙標|不守信用|民進黨-獨裁極權|,
2024/04/17,https://www.youtube.com/watch?v=siegZdBHpdg,【國昌質詢】混亂的兒虐司法實務 不及格的司法院報告｜2024-04-17｜司法及法制委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者, 法律及法案",時事輿論|黃國昌-通識課|[法律司法]相關議題|[政治]相關議題|[警察|消防]相關議題|推卸責任|想像競合|法規競合|立法院|質詢|[刑法]相關議題|,
2024/04/15,https://www.youtube.com/watch?v=8Ut-7i5FHlM,【國昌直播】猜猜民進黨今天提出幾次散會動議_0415,"社會學, 系列主題, 社會相關議題, 事件目錄, 法律及法案, 台灣民眾黨專區, 吹哨者, ",立法院|質詢|時事輿論|黃國昌-通識課|[食品]相關議題|[法律司法]相關議題|[政治]相關議題|[經濟財政]相關議題|[養殖業]相關議題|遭箝制法案|官商勾結|[酬庸]發財升官|黑箱弊案|封存舞弊真相|委託辦理|外包|專案|補助|雞蛋事件|民進黨-獨裁極權|,
2024/04/15,https://www.youtube.com/watch?v=-I8u-2ZRkro,【國昌質詢】不應資助獨裁政權 外交援助公開透明｜2024-04-15｜外交及國防委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者, ",時事輿論|黃國昌-通識課|[政治]相關議題|[經濟財政]相關議題|[境外勢力]相關議題|承諾|獨裁極權|協會|[酬庸]發財升官|黑箱弊案|基金會|委託辦理|外包|專案|補助|舞弊雙標|不守信用|立法院|質詢|,
2024/04/15,https://www.youtube.com/watch?v=BjeRb6LR8cw,歷史課｜回顧過去 和解台灣,"社會學, 系列主題",敘述|柯文哲-先行者,
2024/04/15,https://www.youtube.com/shorts/fGoGv0FV0A4,train derail!,"這是什麼酷酷的東西, 生物學",貓咪|影片,
2024/04/15,https://www.youtube.com/shorts/ppzweDjNM10,싸대기 배틀,這是什麼酷酷的東西,影片,
2024/04/13,https://youtu.be/z6MJcPAKmbU?si=v00wQ99iiw_gAMWP,鳥咪診斷室 #3 自我腦部手術,blender,物件 基礎,2025/6/22 下午 2:58:10
2024/04/12,https://www.youtube.com/watch?v=Otr6B4Vm_7U,【直播精華】你好膽就上飛機看看,"社會學, 系列主題, 社會相關議題, 事件目錄, 區域地方縣市, 台灣民眾黨專區, 吹哨者, ",立法院|質詢|時事輿論|黃國昌-通識課|[黑道]相關議題|[政治]相關議題|[能源]相關議題|[人力配置]相關議題|[都市|區域]計畫規劃議題|[養殖業]相關議題|中央與地方之問題|獨裁極權|官商勾結|[酬庸]發財升官|黑箱弊案|委託辦理|外包|綠能|專案|補助|民進黨-獨裁極權|[兒少|教育]相關議題|,
2024/04/11,https://www.youtube.com/watch?v=lhK_3fJEZqs,【公聽會發言】機關濫用密件遮醜 民進黨自打臉的國會改革｜2024-04-11｜司法及法制委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者, 法律及法案",時事輿論|敘述|黃國昌-通識課|立法院|質詢|[食品]相關議題|[國防|軍備|組織]相關議題|[能源]相關議題|[人力配置]相關議題|[政治]相關議題|[經濟財政]相關議題|[僱傭]相關議題|[養殖業]相關議題|[法律司法]相關議題|遭箝制法案|[國會聽證制度]相關議題|承諾|獨裁極權|官商勾結|偽造文書|變造文書|黑箱弊案|封存舞弊真相|綠能|專案|補助|舞弊雙標|不守信用|雞蛋事件|民進黨-獨裁極權|,
2024/04/11,https://www.youtube.com/watch?v=TOfT2u3qJCc,【國昌質詢】納稅人血汗錢採購的雞蛋是什麼國家機密嗎？｜2024-04-11｜經濟委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者",立法院|質詢|時事輿論|黃國昌-通識課|[食品]相關議題|[政治]相關議題|[經濟財政]相關議題|[境外勢力]相關議題|[養殖業]相關議題|獨裁極權|協會|偽造文書|變造文書|官商勾結|[酬庸]發財升官|黑箱弊案|委託辦理|外包|專案|補助|推卸責任|舞弊雙標|不守信用|雞蛋事件|民進黨-獨裁極權|,
2024/04/11,https://www.youtube.com/watch?v=d5f8LDLcMn0,【國昌質詢】財政部包庇足協造假　國有地遭光電業者濫用？！｜2024-04-10｜社會福利及衛生環境委員會,"社會學, 系列主題, 社會相關議題, 事件目錄, 台灣民眾黨專區, 吹哨者, 區域地方縣市",時事輿論|黃國昌-通識課|[能源]相關議題|[水資源]相關議題|[政治]相關議題|[都市|區域]計畫規劃議題|[養殖業]相關議題|立法院|質詢|中央與地方之問題|官商勾結|黑箱弊案|綠能|占用國有地|偽造文書|變造文書|民進黨-獨裁極權|[兒少|教育]相關議題|協會|[體育競技]相關議題|雲林縣|,
